,0,1
0,0.26717627,0.20957696
1,0.25748765,0.21440828
2,0.23023236,0.26372087
3,0.2539817,0.12778115
4,0.10526192,0.255813
5,-0.2221241,-0.26314467
6,-0.269032,-0.20993024
7,0.14372635,0.2726252
8,-0.24633026,-0.11106646
9,0.117026806,0.2630427
10,-0.12802273,-0.28018814
11,0.11378765,0.25446546
12,0.26575804,0.11755979
13,0.22883129,0.24763894
14,-0.26588947,-0.16118556
15,-0.27010936,-0.19425195
16,-0.24775708,-0.11721581
17,-0.15113544,-0.28014094
18,-0.19606936,-0.2829669
19,0.2510984,0.15617919
20,-0.28130913,-0.16254073
21,0.21266627,0.2655518
22,-0.14691472,-0.2732324
23,-0.17058653,-0.26149887
24,-0.12940532,-0.24788123
25,-0.20260322,-0.262473
26,0.22432423,0.26039815
27,-0.2750821,-0.2327919
28,0.2593093,0.22470045
29,0.2362616,0.25415266
30,0.24603593,0.11831951
31,0.25729883,0.23496401
32,-0.10477233,-0.2632901
33,-0.2693925,-0.23403794
34,0.122258544,0.2518803
35,0.27257025,0.15544927
36,-0.26741326,-0.19849688
37,0.24463642,0.28159297
38,0.28688216,0.19280863
39,0.24854648,0.11114943
40,-0.253132,-0.101709604
41,0.27924907,0.102377295
42,-0.2536617,-0.24081933
43,0.18063772,0.2757312
44,0.14380813,0.26915288
45,-0.24831969,-0.22284889
46,-0.27103472,-0.17635185
47,0.27457535,0.17215598
48,0.11626458,0.25709665
49,0.2239418,0.27223325
50,0.1824174,0.270936
51,0.26269484,0.187356
52,-0.26592022,-0.21456927
53,-0.2709974,-0.13854986
54,-0.24255371,-0.26073223
55,-0.14610732,-0.27740288
56,0.20225096,0.27597606
57,-0.28457218,-0.208624
58,-0.28585023,-0.14135432
59,-0.28487903,-0.225137
60,0.2638576,0.24070251
61,0.109494686,0.25377357
62,0.14650595,0.2678051
63,-0.14137459,-0.2658404
64,0.29060876,0.1934588
65,0.26149583,0.20931053
66,-0.26567686,-0.25230807
67,-0.2684453,-0.21504152
68,0.26827967,0.12546825
69,0.28299403,0.22007477
70,0.26944137,0.12743032
71,-0.14897811,-0.28486055
72,0.25622153,0.10120487
73,0.28637767,0.19051647
74,0.27345574,0.14646494
75,0.15266299,0.27897
76,0.14063573,0.27785993
77,-0.18744183,-0.28691095
78,-0.23610711,-0.24792176
79,-0.23219359,-0.25025594
80,0.24310315,0.20193064
81,-0.25508028,-0.22842371
82,0.11441612,0.26005876
83,-0.2286874,-0.26169646
84,0.20404053,0.24716842
85,0.26754344,0.14603364
86,0.25755072,0.1083405
87,-0.25865638,-0.2007162
88,-0.28659242,-0.20499247
89,-0.25072974,-0.23457003
90,-0.28243726,-0.18687314
91,-0.18554282,-0.28267312
92,-0.24450964,-0.11468339
93,-0.21235687,-0.27531362
94,0.25152028,0.22532606
95,-0.28368014,-0.22073942
96,-0.25782704,-0.2175793
97,-0.26116264,-0.20753396
98,-0.2519064,-0.23969734
99,0.26766658,0.1525377
100,-0.13568747,-0.27547008
101,-0.27673948,-0.21515363
102,-0.23972094,-0.12507802
103,0.20717347,0.26831508
104,-0.21499884,-0.2708289
105,-0.23714459,-0.26400948
106,-0.23150212,-0.2740571
107,-0.17488748,-0.27369922
108,-0.26737803,-0.1141088
109,0.252818,0.20748413
110,0.15770304,0.26913595
111,-0.26772237,-0.12597662
112,-0.15772331,-0.27343297
113,0.22022164,0.26977754
114,0.28584886,0.20749831
115,-0.18476933,-0.29241437
116,0.23415661,0.2907647
117,-0.25556737,-0.129525
118,-0.10820961,-0.25573874
119,-0.2614985,-0.092069864
120,-0.117007315,-0.2491014
121,-0.27161157,-0.1516037
122,-0.19143182,-0.26375252
123,-0.26158375,-0.12129027
124,-0.15219635,-0.2627533
125,-0.26501632,-0.2178998
126,0.27382493,0.22032881
127,-0.10340202,-0.25177252
128,-0.198201,-0.2844242
129,-0.16221917,-0.27969068
130,-0.2090239,-0.24175668
131,-0.24879152,-0.2403338
132,-0.2698816,-0.22913569
133,-0.27590048,-0.15158695
134,0.26882434,0.12862396
135,-0.13264632,-0.27660495
136,-0.22586423,-0.26432604
137,0.18919134,0.2810353
138,-0.29166996,-0.2069506
139,0.18583882,0.2872895
140,0.18240893,0.29110038
141,0.2786646,0.2141372
142,0.24714005,0.11563671
143,0.16473997,0.2710005
144,0.2727394,0.22650862
145,0.121686935,0.25473332
146,-0.17004496,-0.26799434
147,-0.17032039,-0.2783816
148,-0.12324965,-0.255831
149,-0.2832178,-0.10616797
150,0.25125194,0.10266101
151,0.118524075,0.2524382
152,-0.1553964,-0.2778507
153,0.14383698,0.27093935
154,-0.21018338,-0.28289568
155,-0.13068032,-0.2682219
156,-0.1488213,-0.28681582
157,-0.27860528,-0.17202151
158,-0.14984304,-0.2713502
159,0.25962257,0.116521716
160,-0.2206245,-0.262888
161,-0.24768722,-0.256575
162,0.28460217,0.21918249
163,0.2857648,0.17819178
164,-0.24735433,-0.28701603
165,0.18741548,0.2581898
166,-0.2655608,-0.18113649
167,-0.2754919,-0.15658116
168,0.1918062,0.28231335
169,0.25522244,0.13529325
170,0.25490427,0.10933304
171,-0.11877781,-0.28844476
172,0.1460799,0.28903902
173,-0.22584563,-0.28313392
174,0.26575541,0.12544167
175,-0.25193208,-0.20013094
176,-0.22614795,-0.25486815
177,-0.12988079,-0.25850296
178,0.27276087,0.14462578
179,-0.16930687,-0.26929832
180,-0.18262225,-0.27784532
181,0.25660372,0.12450349
182,0.1707524,0.27332652
183,-0.26947653,-0.17084724
184,-0.26104653,-0.24590862
185,-0.17045766,-0.25212795
186,0.2616508,0.13652337
187,0.2830249,0.2264229
188,-0.252486,-0.12782913
189,-0.27506155,-0.16797745
190,0.18236148,0.2532307
191,-0.26574987,-0.18952477
192,0.28213024,0.21138561
193,0.18134761,0.27510118
194,-0.282858,-0.20146847
195,-0.1480928,-0.2685067
196,-0.24190217,-0.2693345
197,-0.11475611,-0.25990498
198,-0.17817742,-0.29253227
199,0.18089473,0.26443028
200,-0.24254328,-0.2678693
201,-0.26938593,-0.22051054
202,-0.103782475,-0.2525366
203,0.27295375,0.22969544
204,0.27849865,0.1934812
205,0.24470079,0.23452163
206,-0.2145046,-0.23856509
207,-0.21728021,-0.26901495
208,-0.2121405,-0.2831971
209,0.16532981,0.26912487
210,-0.2205714,-0.26985705
211,0.19139028,0.26802802
212,-0.11585492,-0.25690502
213,0.26722038,0.17039514
214,-0.26808083,-0.21179044
215,-0.2653045,-0.1399849
216,-0.15109897,-0.27089113
217,-0.2543453,-0.11342865
218,-0.11936462,-0.25051874
219,0.2715801,0.18485618
220,0.24971521,0.2359724
221,0.2773621,0.16204655
222,0.2885139,0.20387256
223,0.2109468,0.27763438
224,-0.23597676,-0.25864774
225,-0.2562825,-0.23300558
226,0.22551727,0.26270223
227,0.293903,0.14616704
228,0.2514087,0.25998557
229,0.13710344,0.26289427
230,0.29342377,0.14980197
231,0.27357626,0.19887567
232,0.19076073,0.27067864
233,0.1373955,0.26591206
234,0.19591069,0.2791401
235,-0.21580261,-0.2625832
236,0.280836,0.15435743
237,-0.19910836,-0.2684086
238,0.26392484,0.11110222
239,-0.11799365,-0.25762093
240,-0.26643866,-0.22508347
241,-0.26004523,-0.10749072
242,-0.12526292,-0.2488985
243,0.15844893,0.27556217
244,-0.12811321,-0.2676431
245,0.22534347,0.26162636
246,-0.27227736,-0.20543653
247,0.118849754,0.24724472
248,-0.2585343,-0.124016404
249,0.19807673,0.2591164
250,0.26719356,0.15621054
251,-0.24550843,-0.21942711
252,-0.27800405,-0.19782162
253,0.09256005,0.2604773
254,-0.2735228,-0.12978154
255,-0.14713514,-0.27845693
256,-0.29653978,-0.18829864
257,0.11309588,0.2567699
258,-0.27678883,-0.11639863
259,-0.109124064,-0.27055585
260,0.15770292,0.25140977
261,0.23655164,0.24462223
262,-0.0947327,-0.26264894
263,-0.24039769,-0.2643854
264,0.1799699,0.2670858
265,-0.19083357,-0.27403766
266,-0.26519084,-0.10229212
267,0.17701733,0.26545763
268,0.11501014,0.24253392
269,-0.13917756,-0.27476227
270,0.26504385,0.17769337
271,0.20287776,0.27587056
272,-0.14073676,-0.27371782
273,0.28853464,0.1563667
274,-0.19014174,-0.2703786
275,-0.24555123,-0.25987637
276,0.1314429,0.26504707
277,0.25472987,0.12569702
278,0.14771962,0.2624179
279,0.25151253,0.12894976
280,0.17105925,0.27385414
281,0.19614244,0.2764182
282,-0.26389307,-0.23865843
283,-0.22058082,-0.26880497
284,0.12652743,0.26919663
285,0.26588798,0.118579626
286,0.2729504,0.19345605
287,-0.12679696,-0.25889945
288,0.139171,0.24972844
289,-0.19750428,-0.25163662
290,-0.15248084,-0.28038013
291,-0.2731529,-0.23386508
292,0.21096706,0.26997292
293,0.25657177,0.2703724
294,0.21694422,0.26266742
295,-0.10952151,-0.24793488
296,-0.16013509,-0.2711848
297,-0.2044115,-0.273341
298,-0.27277827,-0.17762256
299,0.12756062,0.2727561
300,0.27533424,0.18464577
301,-0.12606305,-0.25267744
302,0.26993012,0.17204368
303,-0.26540327,-0.15532082
304,-0.20890045,-0.2747463
305,0.12047315,0.25813353
306,-0.27921122,-0.21323013
307,0.26141286,0.22789228
308,-0.24480247,-0.24774706
309,0.27044857,0.1629479
310,0.25611722,0.100540996
311,-0.2603771,-0.2251327
312,0.24857962,0.2478075
313,0.27382553,0.15699565
314,0.26907408,0.21888173
315,0.21053672,0.25637913
316,0.26033258,0.14101815
317,-0.14593893,-0.27453578
318,-0.18446952,-0.26682967
319,-0.26092827,-0.23908323
320,0.18980134,0.2681918
321,0.26013744,0.23235178
322,-0.26038605,-0.21571982
323,-0.20953602,-0.2748931
324,0.21641564,0.2706647
325,0.15162289,0.27833366
326,-0.23069745,-0.2706167
327,0.15026093,0.26864982
328,-0.2279942,-0.2801023
329,-0.24947286,-0.18501943
330,-0.24530315,-0.23708332
331,0.23012996,0.27361298
332,0.2737087,0.12761116
333,-0.23213494,-0.26359457
334,0.27567422,0.14294064
335,0.22839987,0.2512895
336,-0.26855785,-0.18364036
337,-0.1426661,-0.25847816
338,-0.12969774,-0.27727908
339,-0.27387857,-0.24065274
340,-0.22587252,-0.26462
341,0.24727297,0.10876787
342,0.27141535,0.20975518
343,-0.26673388,-0.17680758
344,0.118852496,0.23992789
345,0.26643407,0.25942194
346,0.27565956,0.19369137
347,0.24827325,0.25269175
348,-0.26609135,-0.14683086
349,0.27446425,0.18476784
350,0.27542782,0.15651262
351,0.12696469,0.25785494
352,0.24724996,0.25343263
353,-0.14692223,-0.28257865
354,0.2770288,0.21927416
355,-0.22604442,-0.27556318
356,0.19422567,0.27216542
357,0.25022745,0.24222398
358,0.27019906,0.1110574
359,0.2566247,0.17869127
360,-0.26504976,-0.22938752
361,0.28173435,0.14875472
362,0.25532615,0.107447624
363,-0.13724649,-0.24472374
364,0.2204138,0.2759322
365,0.22717452,0.24095464
366,-0.25431204,-0.10820478
367,0.19241333,0.26986504
368,0.11604881,0.2438258
369,-0.1434173,-0.26413828
370,-0.10719967,-0.25818884
371,-0.12550473,-0.26917988
372,0.26034737,0.22802591
373,0.25919807,0.22075021
374,-0.15340728,-0.26730007
375,0.2718799,0.21021438
376,0.16281676,0.2829461
377,0.27491963,0.21209788
378,0.28030097,0.17885816
379,-0.24673223,-0.1286298
380,-0.20008475,-0.26236743
381,0.17111886,0.29875624
382,0.20143771,0.26555347
383,-0.24199384,-0.26367116
384,-0.2059682,-0.27853924
385,-0.2725625,-0.19280249
386,-0.255076,-0.21943456
387,0.2576623,0.20184457
388,0.16009676,0.26819265
389,0.26559913,0.1412468
390,0.2648449,0.10188186
391,0.11296606,0.26293874
392,0.14073038,0.257874
393,0.21180904,0.24806583
394,-0.28756922,-0.17584586
395,-0.29168266,-0.16923982
396,-0.25224125,-0.10915905
397,-0.27203256,-0.185534
398,0.25815582,0.13126194
399,-0.2381618,-0.22760105
400,0.23785257,0.11526954
401,-0.18299317,-0.28064418
402,0.1948595,0.28872395
403,-0.21425205,-0.2747975
404,0.2627362,0.1623044
405,-0.28324062,-0.13482767
406,-0.15561485,-0.26131892
407,0.13658345,0.25621724
408,0.26382864,0.12431383
409,0.24676001,0.22710192
410,-0.18506593,-0.2722724
411,-0.2628497,-0.1365416
412,-0.27896565,-0.19922173
413,0.097081065,0.26268053
414,0.17008805,0.2798357
415,0.19365656,0.27310455
416,-0.21753585,-0.27517247
417,-0.23632193,-0.11827731
418,-0.18831396,-0.26920372
419,0.11671901,0.27064586
420,-0.29217458,-0.16450089
421,-0.15896654,-0.29837382
422,0.28897953,0.1423136
423,0.2637509,0.15213752
424,-0.27937734,-0.1878854
425,0.2838564,0.14919269
426,-0.27074695,-0.17918682
427,0.19640946,0.26078427
428,0.27427876,0.13581777
429,-0.23654413,-0.2457701
430,-0.2168898,-0.28068113
431,-0.21723723,-0.26908737
432,0.27941012,0.13201845
433,-0.2736314,-0.12916869
434,-0.24516684,-0.11595589
435,0.25993574,0.1666317
436,0.11106622,0.24862087
437,0.18460095,0.28009367
438,-0.2621342,-0.21039462
439,0.2430253,0.2521249
440,0.2693467,0.2319262
441,-0.25142103,-0.18470335
442,0.24795341,0.13631558
443,-0.26456553,-0.24311525
444,0.24372053,0.25935268
445,-0.2612781,-0.2387309
446,-0.16609776,-0.27324826
447,-0.2509352,-0.14879346
448,0.27391517,0.15625167
449,-0.2775427,-0.17376691
450,-0.28878212,-0.2206105
451,-0.27035904,-0.18095773
452,-0.20817673,-0.2837258
453,0.25681198,0.22254956
454,0.28141582,0.19259739
455,-0.26162893,-0.10253614
456,-0.23552507,-0.24491847
457,0.21980047,0.26869178
458,0.15108645,0.29309654
459,-0.24251801,-0.2567554
460,0.25455225,0.23114026
461,0.26102984,0.14751792
462,-0.24324834,-0.24994057
463,-0.24308646,-0.11443961
464,-0.22467494,-0.24810493
465,-0.24255711,-0.12863833
466,0.20860529,0.25592625
467,0.27722132,0.1952722
468,0.23129487,0.26725507
469,0.26680398,0.18405545
470,0.26586092,0.15546918
471,0.117703795,0.25373244
472,-0.2491206,-0.2428717
473,-0.24226439,-0.12606889
474,0.26082194,0.118533134
475,-0.10431236,-0.25166076
476,-0.19283837,-0.27607638
477,-0.17612392,-0.2748471
478,-0.19187683,-0.28680152
479,0.26846516,0.20152593
480,-0.28816646,-0.18709916
481,-0.28003275,-0.1883437
482,-0.25911582,-0.12044448
483,0.26961112,0.22610319
484,-0.104644656,-0.2518524
485,0.11287546,0.27549398
486,-0.17727953,-0.290245
487,0.24166334,0.24074042
488,-0.2698931,-0.21613592
